Informazioni cronologiche,Run Status,Job Codename,Minimum Distance,Cluster job ID,Input size,Reading time (seconds),Scattering time (seconds),Submitted on,Github commit SHA,Github commit author,Output from process 0,Number of CPUs,Number of Nodes,GB of memory,Maximum duration (minutes),Total run time (seconds),Placing strategy,Bechmark name
10/01/2023 15.14.46,Finished successfully 🧸,,2.000000,9124207.hpc-head-n1.unitn.it,100K,0.701219,0.001213,Tue Jan 10 15:14:24 CET 2023,d5a17e1d5179afbe104f7c63fbdc6ce293e3b4ef,civts,"Process 0
Loaded and sorted 100000 points
Received total number of points (100000)
Local number of points: 3125
First point: (1371, 571976)
Last point: (69786, 902407)

Local smallest distance: 31.95
Between (61937, 637556) and (61948, 637526)

Received local_best from process 1, 23.60, P1 (82608, 91552), P2 (82622, 91533)
Local_best after updating 23.60, P1 (82608, 91552), P2 (82622, 91533)
Local_best after band update 23.60, P1 (82608, 91552), P2 (82622, 91533)
New local_best: 23.60, P1 (82608, 91552), P2 (82622, 91533)

Received local_best from process 2, 49.50, P1 (146051, 638714), P2 (146100, 638721)
Local_best after updating 23.60, P1 (82608, 91552), P2 (82622, 91533)
Local_best after band update 23.60, P1 (82608, 91552), P2 (82622, 91533)
New local_best: 23.60, P1 (82608, 91552), P2 (82622, 91533)

Received local_best from process 4, 5.10, P1 (170363, 484904), P2 (170364, 484909)
Local_best after updating 5.10, P1 (170363, 484904), P2 (170364, 484909)
Local_best after band update 5.10, P1 (170363, 484904), P2 (170364, 484909)
New local_best: 5.10, P1 (170363, 484904), P2 (170364, 484909)

Received local_best from process 8, 8.06, P1 (270459, 830313), P2 (270466, 830309)
Local_best after updating 5.10, P1 (170363, 484904), P2 (170364, 484909)
Local_best after band update 5.10, P1 (170363, 484904), P2 (170364, 484909)
New local_best: 5.10, P1 (170363, 484904), P2 (170364, 484909)

Received local_best from process 16, 2.00, P1 (716771, 538556), P2 (716773, 538556)
Local_best after updating 2.00, P1 (716771, 538556), P2 (716773, 538556)
Local_best after band update 2.00, P1 (716771, 538556), P2 (716773, 538556)
New local_best: 2.00, P1 (716771, 538556), P2 (716773, 538556)

Final distance: 2.000000 P1 (716771, 538556)  P2 (716773, 538556)
Total time: 8.871949 seconds
Reading time: 0.701219 seconds
Scatter time: 0.001213 seconds",4,8,1,02,8.871949,pack:excl,fitting-lizard
10/01/2023 15.14.59,Finished successfully 🧸,,2.000000,9124212.hpc-head-n1.unitn.it,100K,0.062952,1.599225,Tue Jan 10 15:14:46 CET 2023,d5a17e1d5179afbe104f7c63fbdc6ce293e3b4ef,civts,"Process 0
Loaded and sorted 100000 points
Received total number of points (100000)
Local number of points: 3125
First point: (1371, 571976)
Last point: (69786, 902407)

Local smallest distance: 31.95
Between (61937, 637556) and (61948, 637526)

Received local_best from process 1, 23.60, P1 (82608, 91552), P2 (82622, 91533)
Local_best after updating 23.60, P1 (82608, 91552), P2 (82622, 91533)
Local_best after band update 23.60, P1 (82608, 91552), P2 (82622, 91533)
New local_best: 23.60, P1 (82608, 91552), P2 (82622, 91533)

Received local_best from process 2, 49.50, P1 (146051, 638714), P2 (146100, 638721)
Local_best after updating 23.60, P1 (82608, 91552), P2 (82622, 91533)
Local_best after band update 23.60, P1 (82608, 91552), P2 (82622, 91533)
New local_best: 23.60, P1 (82608, 91552), P2 (82622, 91533)

Received local_best from process 4, 5.10, P1 (170363, 484904), P2 (170364, 484909)
Local_best after updating 5.10, P1 (170363, 484904), P2 (170364, 484909)
Local_best after band update 5.10, P1 (170363, 484904), P2 (170364, 484909)
New local_best: 5.10, P1 (170363, 484904), P2 (170364, 484909)

Received local_best from process 8, 8.06, P1 (270459, 830313), P2 (270466, 830309)
Local_best after updating 5.10, P1 (170363, 484904), P2 (170364, 484909)
Local_best after band update 5.10, P1 (170363, 484904), P2 (170364, 484909)
New local_best: 5.10, P1 (170363, 484904), P2 (170364, 484909)

Received local_best from process 16, 2.00, P1 (716771, 538556), P2 (716773, 538556)
Local_best after updating 2.00, P1 (716771, 538556), P2 (716773, 538556)
Local_best after band update 2.00, P1 (716771, 538556), P2 (716773, 538556)
New local_best: 2.00, P1 (716771, 538556), P2 (716773, 538556)

Final distance: 2.000000 P1 (716771, 538556)  P2 (716773, 538556)
Total time: 2.059288 seconds
Reading time: 0.062952 seconds
Scatter time: 1.599225 seconds",4,8,1,02,2.059288,scatter:excl,fitting-lizard
10/01/2023 15.19.13,Finished with an unknown status:  👾. It ran for -- minutes,,,9124214.hpc-head-n1.unitn.it,100K,,,Tue Jan 10 15:14:59 CET 2023,d5a17e1d5179afbe104f7c63fbdc6ce293e3b4ef,civts,,4,16,1,02,,pack,fitting-lizard
10/01/2023 15.19.37,Finished successfully 🧸,,2.000000,9124249.hpc-head-n1.unitn.it,100K,0.787521,0.004906,Tue Jan 10 15:19:13 CET 2023,d5a17e1d5179afbe104f7c63fbdc6ce293e3b4ef,civts,"Process 0
Loaded and sorted 100000 points
Received total number of points (100000)
Local number of points: 1562
First point: (1371, 571976)
Last point: (57768, 918399)

Local smallest distance: 90.67
Between (40257, 737672) and (40347, 737683)

Received local_best from process 1, 31.95, P1 (61937, 637556), P2 (61948, 637526)
Local_best after updating 31.95, P1 (61937, 637556), P2 (61948, 637526)
Local_best after band update 31.95, P1 (61937, 637556), P2 (61948, 637526)
New local_best: 31.95, P1 (61937, 637556), P2 (61948, 637526)

Received local_best from process 2, 23.60, P1 (82608, 91552), P2 (82622, 91533)
Local_best after updating 23.60, P1 (82608, 91552), P2 (82622, 91533)
Local_best after band update 23.60, P1 (82608, 91552), P2 (82622, 91533)
New local_best: 23.60, P1 (82608, 91552), P2 (82622, 91533)

Received local_best from process 4, 49.50, P1 (146051, 638714), P2 (146100, 638721)
Local_best after updating 23.60, P1 (82608, 91552), P2 (82622, 91533)
Local_best after band update 23.60, P1 (82608, 91552), P2 (82622, 91533)
New local_best: 23.60, P1 (82608, 91552), P2 (82622, 91533)

Received local_best from process 8, 5.10, P1 (170363, 484904), P2 (170364, 484909)
Local_best after updating 5.10, P1 (170363, 484904), P2 (170364, 484909)
Local_best after band update 5.10, P1 (170363, 484904), P2 (170364, 484909)
New local_best: 5.10, P1 (170363, 484904), P2 (170364, 484909)

Received local_best from process 16, 8.06, P1 (270459, 830313), P2 (270466, 830309)
Local_best after updating 5.10, P1 (170363, 484904), P2 (170364, 484909)
Local_best after band update 5.10, P1 (170363, 484904), P2 (170364, 484909)
New local_best: 5.10, P1 (170363, 484904), P2 (170364, 484909)

Received local_best from process 32, 2.00, P1 (716771, 538556), P2 (716773, 538556)
Local_best after updating 2.00, P1 (716771, 538556), P2 (716773, 538556)
Local_best after band update 2.00, P1 (716771, 538556), P2 (716773, 538556)
New local_best: 2.00, P1 (716771, 538556), P2 (716773, 538556)

Final distance: 2.000000 P1 (716771, 538556)  P2 (716773, 538556)
Total time: 1.400742 seconds
Reading time: 0.787521 seconds
Scatter time: 0.004906 seconds",4,16,1,02,1.400742,scatter,fitting-lizard
10/01/2023 15.23.50,Finished with an unknown status:  👾. It ran for -- minutes,,,9124252.hpc-head-n1.unitn.it,100K,,,Tue Jan 10 15:19:37 CET 2023,d5a17e1d5179afbe104f7c63fbdc6ce293e3b4ef,civts,,4,16,1,02,,pack:excl,fitting-lizard
10/01/2023 15.24.02,Finished successfully 🧸,,2.000000,9124296.hpc-head-n1.unitn.it,100K,0.031506,0.577078,Tue Jan 10 15:23:50 CET 2023,d5a17e1d5179afbe104f7c63fbdc6ce293e3b4ef,civts,"Process 0
Loaded and sorted 100000 points
Received total number of points (100000)
Local number of points: 1562
First point: (1371, 571976)
Last point: (57768, 918399)

Local smallest distance: 90.67
Between (40257, 737672) and (40347, 737683)

Received local_best from process 1, 31.95, P1 (61937, 637556), P2 (61948, 637526)
Local_best after updating 31.95, P1 (61937, 637556), P2 (61948, 637526)
Local_best after band update 31.95, P1 (61937, 637556), P2 (61948, 637526)
New local_best: 31.95, P1 (61937, 637556), P2 (61948, 637526)

Received local_best from process 2, 23.60, P1 (82608, 91552), P2 (82622, 91533)
Local_best after updating 23.60, P1 (82608, 91552), P2 (82622, 91533)
Local_best after band update 23.60, P1 (82608, 91552), P2 (82622, 91533)
New local_best: 23.60, P1 (82608, 91552), P2 (82622, 91533)

Received local_best from process 4, 49.50, P1 (146051, 638714), P2 (146100, 638721)
Local_best after updating 23.60, P1 (82608, 91552), P2 (82622, 91533)
Local_best after band update 23.60, P1 (82608, 91552), P2 (82622, 91533)
New local_best: 23.60, P1 (82608, 91552), P2 (82622, 91533)

Received local_best from process 8, 5.10, P1 (170363, 484904), P2 (170364, 484909)
Local_best after updating 5.10, P1 (170363, 484904), P2 (170364, 484909)
Local_best after band update 5.10, P1 (170363, 484904), P2 (170364, 484909)
New local_best: 5.10, P1 (170363, 484904), P2 (170364, 484909)

Received local_best from process 16, 8.06, P1 (270459, 830313), P2 (270466, 830309)
Local_best after updating 5.10, P1 (170363, 484904), P2 (170364, 484909)
Local_best after band update 5.10, P1 (170363, 484904), P2 (170364, 484909)
New local_best: 5.10, P1 (170363, 484904), P2 (170364, 484909)

Received local_best from process 32, 2.00, P1 (716771, 538556), P2 (716773, 538556)
Local_best after updating 2.00, P1 (716771, 538556), P2 (716773, 538556)
Local_best after band update 2.00, P1 (716771, 538556), P2 (716773, 538556)
New local_best: 2.00, P1 (716771, 538556), P2 (716773, 538556)

Final distance: 2.000000 P1 (716771, 538556)  P2 (716773, 538556)
Total time: 0.755606 seconds
Reading time: 0.031506 seconds
Scatter time: 0.577078 seconds",4,16,1,02,0.755606,scatter:excl,fitting-lizard
10/01/2023 15.24.26,Finished successfully 🧸,,2.000000,9124297.hpc-head-n1.unitn.it,100K,0.917831,0.333237,Tue Jan 10 15:24:02 CET 2023,d5a17e1d5179afbe104f7c63fbdc6ce293e3b4ef,civts,"Process 0
Loaded and sorted 100000 points
Received total number of points (100000)
Local number of points: 12500
First point: (1371, 571976)
Last point: (157444, 471185)

Local smallest distance: 23.60
Between (82608, 91552) and (82622, 91533)

Received local_best from process 1, 5.10, P1 (170363, 484904), P2 (170364, 484909)
Local_best after updating 5.10, P1 (170363, 484904), P2 (170364, 484909)
Local_best after band update 5.10, P1 (170363, 484904), P2 (170364, 484909)
New local_best: 5.10, P1 (170363, 484904), P2 (170364, 484909)

Received local_best from process 2, 8.06, P1 (270459, 830313), P2 (270466, 830309)
Local_best after updating 5.10, P1 (170363, 484904), P2 (170364, 484909)
Local_best after band update 5.10, P1 (170363, 484904), P2 (170364, 484909)
New local_best: 5.10, P1 (170363, 484904), P2 (170364, 484909)

Received local_best from process 4, 2.00, P1 (716771, 538556), P2 (716773, 538556)
Local_best after updating 2.00, P1 (716771, 538556), P2 (716773, 538556)
Local_best after band update 2.00, P1 (716771, 538556), P2 (716773, 538556)
New local_best: 2.00, P1 (716771, 538556), P2 (716773, 538556)

Final distance: 2.000000 P1 (716771, 538556)  P2 (716773, 538556)
Total time: 1.841013 seconds
Reading time: 0.917831 seconds
Scatter time: 0.333237 seconds",8,1,1,02,1.841013,pack,fitting-lizard
10/01/2023 15.24.49,Finished successfully 🧸,,2.000000,9124300.hpc-head-n1.unitn.it,100K,1.200336,0.015501,Tue Jan 10 15:24:26 CET 2023,d5a17e1d5179afbe104f7c63fbdc6ce293e3b4ef,civts,"Process 0
Loaded and sorted 100000 points
Received total number of points (100000)
Local number of points: 12500
First point: (1371, 571976)
Last point: (157444, 471185)

Local smallest distance: 23.60
Between (82608, 91552) and (82622, 91533)

Received local_best from process 1, 5.10, P1 (170363, 484904), P2 (170364, 484909)
Local_best after updating 5.10, P1 (170363, 484904), P2 (170364, 484909)
Local_best after band update 5.10, P1 (170363, 484904), P2 (170364, 484909)
New local_best: 5.10, P1 (170363, 484904), P2 (170364, 484909)

Received local_best from process 2, 8.06, P1 (270459, 830313), P2 (270466, 830309)
Local_best after updating 5.10, P1 (170363, 484904), P2 (170364, 484909)
Local_best after band update 5.10, P1 (170363, 484904), P2 (170364, 484909)
New local_best: 5.10, P1 (170363, 484904), P2 (170364, 484909)

Received local_best from process 4, 2.00, P1 (716771, 538556), P2 (716773, 538556)
Local_best after updating 2.00, P1 (716771, 538556), P2 (716773, 538556)
Local_best after band update 2.00, P1 (716771, 538556), P2 (716773, 538556)
New local_best: 2.00, P1 (716771, 538556), P2 (716773, 538556)

Final distance: 2.000000 P1 (716771, 538556)  P2 (716773, 538556)
Total time: 2.638144 seconds
Reading time: 1.200336 seconds
Scatter time: 0.015501 seconds",8,1,1,02,2.638144,scatter,fitting-lizard
10/01/2023 15.25.02,Finished successfully 🧸,,2.000000,9124324.hpc-head-n1.unitn.it,100K,0.030120,0.001053,Tue Jan 10 15:24:48 CET 2023,d5a17e1d5179afbe104f7c63fbdc6ce293e3b4ef,civts,"Process 0
Loaded and sorted 100000 points
Received total number of points (100000)
Local number of points: 12500
First point: (1371, 571976)
Last point: (157444, 471185)

Local smallest distance: 23.60
Between (82608, 91552) and (82622, 91533)

Received local_best from process 1, 5.10, P1 (170363, 484904), P2 (170364, 484909)
Local_best after updating 5.10, P1 (170363, 484904), P2 (170364, 484909)
Local_best after band update 5.10, P1 (170363, 484904), P2 (170364, 484909)
New local_best: 5.10, P1 (170363, 484904), P2 (170364, 484909)

Received local_best from process 2, 8.06, P1 (270459, 830313), P2 (270466, 830309)
Local_best after updating 5.10, P1 (170363, 484904), P2 (170364, 484909)
Local_best after band update 5.10, P1 (170363, 484904), P2 (170364, 484909)
New local_best: 5.10, P1 (170363, 484904), P2 (170364, 484909)

Received local_best from process 4, 2.00, P1 (716771, 538556), P2 (716773, 538556)
Local_best after updating 2.00, P1 (716771, 538556), P2 (716773, 538556)
Local_best after band update 2.00, P1 (716771, 538556), P2 (716773, 538556)
New local_best: 2.00, P1 (716771, 538556), P2 (716773, 538556)

Final distance: 2.000000 P1 (716771, 538556)  P2 (716773, 538556)
Total time: 0.057310 seconds
Reading time: 0.030120 seconds
Scatter time: 0.001053 seconds",8,1,1,02,0.057310,pack:excl,fitting-lizard
10/01/2023 15.25.26,Finished successfully 🧸,,2.000000,9124328.hpc-head-n1.unitn.it,100K,0.635716,0.152673,Tue Jan 10 15:25:01 CET 2023,d5a17e1d5179afbe104f7c63fbdc6ce293e3b4ef,civts,"Process 0
Loaded and sorted 100000 points
Received total number of points (100000)
Local number of points: 12500
First point: (1371, 571976)
Last point: (157444, 471185)

Local smallest distance: 23.60
Between (82608, 91552) and (82622, 91533)

Received local_best from process 1, 5.10, P1 (170363, 484904), P2 (170364, 484909)
Local_best after updating 5.10, P1 (170363, 484904), P2 (170364, 484909)
Local_best after band update 5.10, P1 (170363, 484904), P2 (170364, 484909)
New local_best: 5.10, P1 (170363, 484904), P2 (170364, 484909)

Received local_best from process 2, 8.06, P1 (270459, 830313), P2 (270466, 830309)
Local_best after updating 5.10, P1 (170363, 484904), P2 (170364, 484909)
Local_best after band update 5.10, P1 (170363, 484904), P2 (170364, 484909)
New local_best: 5.10, P1 (170363, 484904), P2 (170364, 484909)

Received local_best from process 4, 2.00, P1 (716771, 538556), P2 (716773, 538556)
Local_best after updating 2.00, P1 (716771, 538556), P2 (716773, 538556)
Local_best after band update 2.00, P1 (716771, 538556), P2 (716773, 538556)
New local_best: 2.00, P1 (716771, 538556), P2 (716773, 538556)

Final distance: 2.000000 P1 (716771, 538556)  P2 (716773, 538556)
Total time: 1.154387 seconds
Reading time: 0.635716 seconds
Scatter time: 0.152673 seconds",8,1,1,02,1.154387,scatter:excl,fitting-lizard
10/01/2023 15.25.49,Finished successfully 🧸,,2.000000,9124331.hpc-head-n1.unitn.it,100K,0.955287,0.000920,Tue Jan 10 15:25:26 CET 2023,d5a17e1d5179afbe104f7c63fbdc6ce293e3b4ef,civts,"Process 0
Loaded and sorted 100000 points
Received total number of points (100000)
Local number of points: 6250
First point: (1371, 571976)
Last point: (88501, 250343)

Local smallest distance: 23.60
Between (82608, 91552) and (82622, 91533)

Received local_best from process 1, 49.50, P1 (146051, 638714), P2 (146100, 638721)
Local_best after updating 23.60, P1 (82608, 91552), P2 (82622, 91533)
Local_best after band update 23.60, P1 (82608, 91552), P2 (82622, 91533)
New local_best: 23.60, P1 (82608, 91552), P2 (82622, 91533)

Received local_best from process 2, 5.10, P1 (170363, 484904), P2 (170364, 484909)
Local_best after updating 5.10, P1 (170363, 484904), P2 (170364, 484909)
Local_best after band update 5.10, P1 (170363, 484904), P2 (170364, 484909)
New local_best: 5.10, P1 (170363, 484904), P2 (170364, 484909)

Received local_best from process 4, 8.06, P1 (270459, 830313), P2 (270466, 830309)
Local_best after updating 5.10, P1 (170363, 484904), P2 (170364, 484909)
Local_best after band update 5.10, P1 (170363, 484904), P2 (170364, 484909)
New local_best: 5.10, P1 (170363, 484904), P2 (170364, 484909)

Received local_best from process 8, 2.00, P1 (716771, 538556), P2 (716773, 538556)
Local_best after updating 2.00, P1 (716771, 538556), P2 (716773, 538556)
Local_best after band update 2.00, P1 (716771, 538556), P2 (716773, 538556)
New local_best: 2.00, P1 (716771, 538556), P2 (716773, 538556)

Final distance: 2.000000 P1 (716771, 538556)  P2 (716773, 538556)
Total time: 4.578598 seconds
Reading time: 0.955287 seconds
Scatter time: 0.000920 seconds",8,2,1,02,4.578598,pack,fitting-lizard
10/01/2023 15.26.24,Finished successfully 🧸,,2.000000,9124333.hpc-head-n1.unitn.it,100K,1.451617,0.001252,Tue Jan 10 15:25:48 CET 2023,d5a17e1d5179afbe104f7c63fbdc6ce293e3b4ef,civts,"Process 0
Loaded and sorted 100000 points
Received total number of points (100000)
Local number of points: 6250
First point: (1371, 571976)
Last point: (88501, 250343)

Local smallest distance: 23.60
Between (82608, 91552) and (82622, 91533)

Received local_best from process 1, 49.50, P1 (146051, 638714), P2 (146100, 638721)
Local_best after updating 23.60, P1 (82608, 91552), P2 (82622, 91533)
Local_best after band update 23.60, P1 (82608, 91552), P2 (82622, 91533)
New local_best: 23.60, P1 (82608, 91552), P2 (82622, 91533)

Received local_best from process 2, 5.10, P1 (170363, 484904), P2 (170364, 484909)
Local_best after updating 5.10, P1 (170363, 484904), P2 (170364, 484909)
Local_best after band update 5.10, P1 (170363, 484904), P2 (170364, 484909)
New local_best: 5.10, P1 (170363, 484904), P2 (170364, 484909)

Received local_best from process 4, 8.06, P1 (270459, 830313), P2 (270466, 830309)
Local_best after updating 5.10, P1 (170363, 484904), P2 (170364, 484909)
Local_best after band update 5.10, P1 (170363, 484904), P2 (170364, 484909)
New local_best: 5.10, P1 (170363, 484904), P2 (170364, 484909)

Received local_best from process 8, 2.00, P1 (716771, 538556), P2 (716773, 538556)
Local_best after updating 2.00, P1 (716771, 538556), P2 (716773, 538556)
Local_best after band update 2.00, P1 (716771, 538556), P2 (716773, 538556)
New local_best: 2.00, P1 (716771, 538556), P2 (716773, 538556)

Final distance: 2.000000 P1 (716771, 538556)  P2 (716773, 538556)
Total time: 3.093367 seconds
Reading time: 1.451617 seconds
Scatter time: 0.001252 seconds",8,2,1,02,3.093367,scatter,fitting-lizard
10/01/2023 15.26.47,Finished successfully 🧸,,2.000000,9124337.hpc-head-n1.unitn.it,100K,0.472791,0.001483,Tue Jan 10 15:26:23 CET 2023,d5a17e1d5179afbe104f7c63fbdc6ce293e3b4ef,civts,"Process 0
Loaded and sorted 100000 points
Received total number of points (100000)
Local number of points: 6250
First point: (1371, 571976)
Last point: (88501, 250343)

Local smallest distance: 23.60
Between (82608, 91552) and (82622, 91533)

Received local_best from process 1, 49.50, P1 (146051, 638714), P2 (146100, 638721)
Local_best after updating 23.60, P1 (82608, 91552), P2 (82622, 91533)
Local_best after band update 23.60, P1 (82608, 91552), P2 (82622, 91533)
New local_best: 23.60, P1 (82608, 91552), P2 (82622, 91533)

Received local_best from process 2, 5.10, P1 (170363, 484904), P2 (170364, 484909)
Local_best after updating 5.10, P1 (170363, 484904), P2 (170364, 484909)
Local_best after band update 5.10, P1 (170363, 484904), P2 (170364, 484909)
New local_best: 5.10, P1 (170363, 484904), P2 (170364, 484909)

Received local_best from process 4, 8.06, P1 (270459, 830313), P2 (270466, 830309)
Local_best after updating 5.10, P1 (170363, 484904), P2 (170364, 484909)
Local_best after band update 5.10, P1 (170363, 484904), P2 (170364, 484909)
New local_best: 5.10, P1 (170363, 484904), P2 (170364, 484909)

Received local_best from process 8, 2.00, P1 (716771, 538556), P2 (716773, 538556)
Local_best after updating 2.00, P1 (716771, 538556), P2 (716773, 538556)
Local_best after band update 2.00, P1 (716771, 538556), P2 (716773, 538556)
New local_best: 2.00, P1 (716771, 538556), P2 (716773, 538556)

Final distance: 2.000000 P1 (716771, 538556)  P2 (716773, 538556)
Total time: 3.360350 seconds
Reading time: 0.472791 seconds
Scatter time: 0.001483 seconds",8,2,1,02,3.360350,pack:excl,fitting-lizard
10/01/2023 15.27.02,Finished successfully 🧸,,2.000000,9124340.hpc-head-n1.unitn.it,100K,0.648764,0.002202,Tue Jan 10 15:26:47 CET 2023,d5a17e1d5179afbe104f7c63fbdc6ce293e3b4ef,civts,"Process 0
Loaded and sorted 100000 points
Received total number of points (100000)
Local number of points: 6250
First point: (1371, 571976)
Last point: (88501, 250343)

Local smallest distance: 23.60
Between (82608, 91552) and (82622, 91533)

Received local_best from process 1, 49.50, P1 (146051, 638714), P2 (146100, 638721)
Local_best after updating 23.60, P1 (82608, 91552), P2 (82622, 91533)
Local_best after band update 23.60, P1 (82608, 91552), P2 (82622, 91533)
New local_best: 23.60, P1 (82608, 91552), P2 (82622, 91533)

Received local_best from process 2, 5.10, P1 (170363, 484904), P2 (170364, 484909)
Local_best after updating 5.10, P1 (170363, 484904), P2 (170364, 484909)
Local_best after band update 5.10, P1 (170363, 484904), P2 (170364, 484909)
New local_best: 5.10, P1 (170363, 484904), P2 (170364, 484909)

Received local_best from process 4, 8.06, P1 (270459, 830313), P2 (270466, 830309)
Local_best after updating 5.10, P1 (170363, 484904), P2 (170364, 484909)
Local_best after band update 5.10, P1 (170363, 484904), P2 (170364, 484909)
New local_best: 5.10, P1 (170363, 484904), P2 (170364, 484909)

Received local_best from process 8, 2.00, P1 (716771, 538556), P2 (716773, 538556)
Local_best after updating 2.00, P1 (716771, 538556), P2 (716773, 538556)
Local_best after band update 2.00, P1 (716771, 538556), P2 (716773, 538556)
New local_best: 2.00, P1 (716771, 538556), P2 (716773, 538556)

Final distance: 2.000000 P1 (716771, 538556)  P2 (716773, 538556)
Total time: 1.352460 seconds
Reading time: 0.648764 seconds
Scatter time: 0.002202 seconds",8,2,1,02,1.352460,scatter:excl,fitting-lizard
10/01/2023 15.31.15,Finished with an unknown status:  👾. It ran for -- minutes,,,9124342.hpc-head-n1.unitn.it,100K,,,Tue Jan 10 15:27:02 CET 2023,d5a17e1d5179afbe104f7c63fbdc6ce293e3b4ef,civts,,8,4,1,02,,pack,fitting-lizard
10/01/2023 15.31.39,Finished successfully 🧸,,2.000000,9124361.hpc-head-n1.unitn.it,100K,1.008143,0.288351,Tue Jan 10 15:31:15 CET 2023,d5a17e1d5179afbe104f7c63fbdc6ce293e3b4ef,civts,"Process 0
Loaded and sorted 100000 points
Received total number of points (100000)
Local number of points: 3125
First point: (1371, 571976)
Last point: (69786, 902407)

Local smallest distance: 31.95
Between (61937, 637556) and (61948, 637526)

Received local_best from process 1, 23.60, P1 (82608, 91552), P2 (82622, 91533)
Local_best after updating 23.60, P1 (82608, 91552), P2 (82622, 91533)
Local_best after band update 23.60, P1 (82608, 91552), P2 (82622, 91533)
New local_best: 23.60, P1 (82608, 91552), P2 (82622, 91533)

Received local_best from process 2, 49.50, P1 (146051, 638714), P2 (146100, 638721)
Local_best after updating 23.60, P1 (82608, 91552), P2 (82622, 91533)
Local_best after band update 23.60, P1 (82608, 91552), P2 (82622, 91533)
New local_best: 23.60, P1 (82608, 91552), P2 (82622, 91533)

Received local_best from process 4, 5.10, P1 (170363, 484904), P2 (170364, 484909)
Local_best after updating 5.10, P1 (170363, 484904), P2 (170364, 484909)
Local_best after band update 5.10, P1 (170363, 484904), P2 (170364, 484909)
New local_best: 5.10, P1 (170363, 484904), P2 (170364, 484909)

Received local_best from process 8, 8.06, P1 (270459, 830313), P2 (270466, 830309)
Local_best after updating 5.10, P1 (170363, 484904), P2 (170364, 484909)
Local_best after band update 5.10, P1 (170363, 484904), P2 (170364, 484909)
New local_best: 5.10, P1 (170363, 484904), P2 (170364, 484909)

Received local_best from process 16, 2.00, P1 (716771, 538556), P2 (716773, 538556)
Local_best after updating 2.00, P1 (716771, 538556), P2 (716773, 538556)
Local_best after band update 2.00, P1 (716771, 538556), P2 (716773, 538556)
New local_best: 2.00, P1 (716771, 538556), P2 (716773, 538556)

Final distance: 2.000000 P1 (716771, 538556)  P2 (716773, 538556)
Total time: 2.504738 seconds
Reading time: 1.008143 seconds
Scatter time: 0.288351 seconds",8,4,1,02,2.504738,scatter,fitting-lizard
10/01/2023 15.32.02,Finished successfully 🧸,,2.000000,9124365.hpc-head-n1.unitn.it,100K,0.469825,0.001669,Tue Jan 10 15:31:39 CET 2023,d5a17e1d5179afbe104f7c63fbdc6ce293e3b4ef,civts,"Process 0
Loaded and sorted 100000 points
Received total number of points (100000)
Local number of points: 3125
First point: (1371, 571976)
Last point: (69786, 902407)

Local smallest distance: 31.95
Between (61937, 637556) and (61948, 637526)

Received local_best from process 1, 23.60, P1 (82608, 91552), P2 (82622, 91533)
Local_best after updating 23.60, P1 (82608, 91552), P2 (82622, 91533)
Local_best after band update 23.60, P1 (82608, 91552), P2 (82622, 91533)
New local_best: 23.60, P1 (82608, 91552), P2 (82622, 91533)

Received local_best from process 2, 49.50, P1 (146051, 638714), P2 (146100, 638721)
Local_best after updating 23.60, P1 (82608, 91552), P2 (82622, 91533)
Local_best after band update 23.60, P1 (82608, 91552), P2 (82622, 91533)
New local_best: 23.60, P1 (82608, 91552), P2 (82622, 91533)

Received local_best from process 4, 5.10, P1 (170363, 484904), P2 (170364, 484909)
Local_best after updating 5.10, P1 (170363, 484904), P2 (170364, 484909)
Local_best after band update 5.10, P1 (170363, 484904), P2 (170364, 484909)
New local_best: 5.10, P1 (170363, 484904), P2 (170364, 484909)

Received local_best from process 8, 8.06, P1 (270459, 830313), P2 (270466, 830309)
Local_best after updating 5.10, P1 (170363, 484904), P2 (170364, 484909)
Local_best after band update 5.10, P1 (170363, 484904), P2 (170364, 484909)
New local_best: 5.10, P1 (170363, 484904), P2 (170364, 484909)

Received local_best from process 16, 2.00, P1 (716771, 538556), P2 (716773, 538556)
Local_best after updating 2.00, P1 (716771, 538556), P2 (716773, 538556)
Local_best after band update 2.00, P1 (716771, 538556), P2 (716773, 538556)
New local_best: 2.00, P1 (716771, 538556), P2 (716773, 538556)

Final distance: 2.000000 P1 (716771, 538556)  P2 (716773, 538556)
Total time: 2.647976 seconds
Reading time: 0.469825 seconds
Scatter time: 0.001669 seconds",8,4,1,02,2.647976,pack:excl,fitting-lizard
