Informazioni cronologiche,Run Status,Job Codename,Minimum Distance,Cluster job ID,Input size,Reading time (seconds),Scattering time (seconds),Submitted on,Github commit SHA,Github commit author,Output from process 0,Number of CPUs,Number of Nodes,GB of memory,Maximum duration (minutes),Total run time (seconds),Placing strategy,Bechmark name
10/01/2023 19.24.54,Finished successfully 🧸,,23.086793,9125409.hpc-head-n1.unitn.it,5K,0.009390,0.000082,Tue Jan 10 19:24:41 CET 2023,d5a17e1d5179afbe104f7c63fbdc6ce293e3b4ef,civts,"Process 0
Loaded and sorted 5000 points
Received total number of points (5000)
Local number of points: 625
First point: (55608, 239370)
Last point: (216564, 723064)

Local smallest distance: 40.25
Between (153160, 241301) and (153178, 241337)

Received local_best from process 1, 103.31, P1 (257503, 742328), P2 (257595, 742375)
Local_best after updating 40.25, P1 (153160, 241301), P2 (153178, 241337)
Local_best after band update 40.25, P1 (153160, 241301), P2 (153178, 241337)
New local_best: 40.25, P1 (153160, 241301), P2 (153178, 241337)

Received local_best from process 2, 23.09, P1 (444716, 611868), P2 (444738, 611875)
Local_best after updating 23.09, P1 (444716, 611868), P2 (444738, 611875)
Local_best after band update 23.09, P1 (444716, 611868), P2 (444738, 611875)
New local_best: 23.09, P1 (444716, 611868), P2 (444738, 611875)

Received local_best from process 4, 23.77, P1 (640123, 716370), P2 (640146, 716376)
Local_best after updating 23.09, P1 (444716, 611868), P2 (444738, 611875)
Local_best after band update 23.09, P1 (444716, 611868), P2 (444738, 611875)
New local_best: 23.09, P1 (444716, 611868), P2 (444738, 611875)

Final distance: 23.086793 P1 (444716, 611868)  P2 (444738, 611875)
Total time: 0.529927 seconds
Reading time: 0.009390 seconds
Scatter time: 0.000082 seconds",8,1,1,05,0.529927,pack:excl,fitting-lizard
10/01/2023 19.25.08,Finished successfully 🧸,,23.086793,9125410.hpc-head-n1.unitn.it,5K,0.203658,0.000083,Tue Jan 10 19:24:54 CET 2023,d5a17e1d5179afbe104f7c63fbdc6ce293e3b4ef,civts,"Process 0
Loaded and sorted 5000 points
Received total number of points (5000)
Local number of points: 625
First point: (55608, 239370)
Last point: (216564, 723064)

Local smallest distance: 40.25
Between (153160, 241301) and (153178, 241337)

Received local_best from process 1, 103.31, P1 (257503, 742328), P2 (257595, 742375)
Local_best after updating 40.25, P1 (153160, 241301), P2 (153178, 241337)
Local_best after band update 40.25, P1 (153160, 241301), P2 (153178, 241337)
New local_best: 40.25, P1 (153160, 241301), P2 (153178, 241337)

Received local_best from process 2, 23.09, P1 (444716, 611868), P2 (444738, 611875)
Local_best after updating 23.09, P1 (444716, 611868), P2 (444738, 611875)
Local_best after band update 23.09, P1 (444716, 611868), P2 (444738, 611875)
New local_best: 23.09, P1 (444716, 611868), P2 (444738, 611875)

Received local_best from process 4, 23.77, P1 (640123, 716370), P2 (640146, 716376)
Local_best after updating 23.09, P1 (444716, 611868), P2 (444738, 611875)
Local_best after band update 23.09, P1 (444716, 611868), P2 (444738, 611875)
New local_best: 23.09, P1 (444716, 611868), P2 (444738, 611875)

Final distance: 23.086793 P1 (444716, 611868)  P2 (444738, 611875)
Total time: 1.127545 seconds
Reading time: 0.203658 seconds
Scatter time: 0.000083 seconds",8,1,1,05,1.127545,scatter:excl,fitting-lizard
10/01/2023 19.25.20,Finished successfully 🧸,,23.086793,9125411.hpc-head-n1.unitn.it,5K,0.014067,0.000536,Tue Jan 10 19:25:08 CET 2023,d5a17e1d5179afbe104f7c63fbdc6ce293e3b4ef,civts,"Process 0
Loaded and sorted 5000 points
Received total number of points (5000)
Local number of points: 312
First point: (55608, 239370)
Last point: (169129, 246178)

Local smallest distance: 40.25
Between (153160, 241301) and (153178, 241337)

Received local_best from process 1, 161.77, P1 (198750, 480303), P2 (198899, 480366)
Local_best after updating 40.25, P1 (153160, 241301), P2 (153178, 241337)
Local_best after band update 40.25, P1 (153160, 241301), P2 (153178, 241337)
New local_best: 40.25, P1 (153160, 241301), P2 (153178, 241337)

Received local_best from process 2, 103.31, P1 (257503, 742328), P2 (257595, 742375)
Local_best after updating 40.25, P1 (153160, 241301), P2 (153178, 241337)
Local_best after band update 40.25, P1 (153160, 241301), P2 (153178, 241337)
New local_best: 40.25, P1 (153160, 241301), P2 (153178, 241337)

Received local_best from process 4, 23.09, P1 (444716, 611868), P2 (444738, 611875)
Local_best after updating 23.09, P1 (444716, 611868), P2 (444738, 611875)
Local_best after band update 23.09, P1 (444716, 611868), P2 (444738, 611875)
New local_best: 23.09, P1 (444716, 611868), P2 (444738, 611875)

Received local_best from process 8, 23.77, P1 (640123, 716370), P2 (640146, 716376)
Local_best after updating 23.09, P1 (444716, 611868), P2 (444738, 611875)
Local_best after band update 23.09, P1 (444716, 611868), P2 (444738, 611875)
New local_best: 23.09, P1 (444716, 611868), P2 (444738, 611875)

Final distance: 23.086793 P1 (444716, 611868)  P2 (444738, 611875)
Total time: 0.070087 seconds
Reading time: 0.014067 seconds
Scatter time: 0.000536 seconds",8,2,1,05,0.070087,pack,fitting-lizard
10/01/2023 19.25.43,Finished successfully 🧸,,23.086793,9125412.hpc-head-n1.unitn.it,5K,0.518862,0.991916,Tue Jan 10 19:25:20 CET 2023,d5a17e1d5179afbe104f7c63fbdc6ce293e3b4ef,civts,"Process 0
Loaded and sorted 5000 points
Received total number of points (5000)
Local number of points: 312
First point: (55608, 239370)
Last point: (169129, 246178)

Local smallest distance: 40.25
Between (153160, 241301) and (153178, 241337)

Received local_best from process 1, 161.77, P1 (198750, 480303), P2 (198899, 480366)
Local_best after updating 40.25, P1 (153160, 241301), P2 (153178, 241337)
Local_best after band update 40.25, P1 (153160, 241301), P2 (153178, 241337)
New local_best: 40.25, P1 (153160, 241301), P2 (153178, 241337)

Received local_best from process 2, 103.31, P1 (257503, 742328), P2 (257595, 742375)
Local_best after updating 40.25, P1 (153160, 241301), P2 (153178, 241337)
Local_best after band update 40.25, P1 (153160, 241301), P2 (153178, 241337)
New local_best: 40.25, P1 (153160, 241301), P2 (153178, 241337)

Received local_best from process 4, 23.09, P1 (444716, 611868), P2 (444738, 611875)
Local_best after updating 23.09, P1 (444716, 611868), P2 (444738, 611875)
Local_best after band update 23.09, P1 (444716, 611868), P2 (444738, 611875)
New local_best: 23.09, P1 (444716, 611868), P2 (444738, 611875)

Received local_best from process 8, 23.77, P1 (640123, 716370), P2 (640146, 716376)
Local_best after updating 23.09, P1 (444716, 611868), P2 (444738, 611875)
Local_best after band update 23.09, P1 (444716, 611868), P2 (444738, 611875)
New local_best: 23.09, P1 (444716, 611868), P2 (444738, 611875)

Final distance: 23.086793 P1 (444716, 611868)  P2 (444738, 611875)
Total time: 2.186590 seconds
Reading time: 0.518862 seconds
Scatter time: 0.991916 seconds",8,2,1,05,2.186590,scatter,fitting-lizard
10/01/2023 19.26.06,Finished successfully 🧸,,23.086793,9125413.hpc-head-n1.unitn.it,5K,0.566271,0.000849,Tue Jan 10 19:25:43 CET 2023,d5a17e1d5179afbe104f7c63fbdc6ce293e3b4ef,civts,"Process 0
Loaded and sorted 5000 points
Received total number of points (5000)
Local number of points: 312
First point: (55608, 239370)
Last point: (169129, 246178)

Local smallest distance: 40.25
Between (153160, 241301) and (153178, 241337)

Received local_best from process 1, 161.77, P1 (198750, 480303), P2 (198899, 480366)
Local_best after updating 40.25, P1 (153160, 241301), P2 (153178, 241337)
Local_best after band update 40.25, P1 (153160, 241301), P2 (153178, 241337)
New local_best: 40.25, P1 (153160, 241301), P2 (153178, 241337)

Received local_best from process 2, 103.31, P1 (257503, 742328), P2 (257595, 742375)
Local_best after updating 40.25, P1 (153160, 241301), P2 (153178, 241337)
Local_best after band update 40.25, P1 (153160, 241301), P2 (153178, 241337)
New local_best: 40.25, P1 (153160, 241301), P2 (153178, 241337)

Received local_best from process 4, 23.09, P1 (444716, 611868), P2 (444738, 611875)
Local_best after updating 23.09, P1 (444716, 611868), P2 (444738, 611875)
Local_best after band update 23.09, P1 (444716, 611868), P2 (444738, 611875)
New local_best: 23.09, P1 (444716, 611868), P2 (444738, 611875)

Received local_best from process 8, 23.77, P1 (640123, 716370), P2 (640146, 716376)
Local_best after updating 23.09, P1 (444716, 611868), P2 (444738, 611875)
Local_best after band update 23.09, P1 (444716, 611868), P2 (444738, 611875)
New local_best: 23.09, P1 (444716, 611868), P2 (444738, 611875)

Final distance: 23.086793 P1 (444716, 611868)  P2 (444738, 611875)
Total time: 2.372877 seconds
Reading time: 0.566271 seconds
Scatter time: 0.000849 seconds",8,2,1,05,2.372877,pack:excl,fitting-lizard
10/01/2023 19.26.31,Finished successfully 🧸,,23.086793,9125414.hpc-head-n1.unitn.it,5K,0.441972,0.001492,Tue Jan 10 19:26:06 CET 2023,d5a17e1d5179afbe104f7c63fbdc6ce293e3b4ef,civts,"Process 0
Loaded and sorted 5000 points
Received total number of points (5000)
Local number of points: 312
First point: (55608, 239370)
Last point: (169129, 246178)

Local smallest distance: 40.25
Between (153160, 241301) and (153178, 241337)

Received local_best from process 1, 161.77, P1 (198750, 480303), P2 (198899, 480366)
Local_best after updating 40.25, P1 (153160, 241301), P2 (153178, 241337)
Local_best after band update 40.25, P1 (153160, 241301), P2 (153178, 241337)
New local_best: 40.25, P1 (153160, 241301), P2 (153178, 241337)

Received local_best from process 2, 103.31, P1 (257503, 742328), P2 (257595, 742375)
Local_best after updating 40.25, P1 (153160, 241301), P2 (153178, 241337)
Local_best after band update 40.25, P1 (153160, 241301), P2 (153178, 241337)
New local_best: 40.25, P1 (153160, 241301), P2 (153178, 241337)

Received local_best from process 4, 23.09, P1 (444716, 611868), P2 (444738, 611875)
Local_best after updating 23.09, P1 (444716, 611868), P2 (444738, 611875)
Local_best after band update 23.09, P1 (444716, 611868), P2 (444738, 611875)
New local_best: 23.09, P1 (444716, 611868), P2 (444738, 611875)

Received local_best from process 8, 23.77, P1 (640123, 716370), P2 (640146, 716376)
Local_best after updating 23.09, P1 (444716, 611868), P2 (444738, 611875)
Local_best after band update 23.09, P1 (444716, 611868), P2 (444738, 611875)
New local_best: 23.09, P1 (444716, 611868), P2 (444738, 611875)

Final distance: 23.086793 P1 (444716, 611868)  P2 (444738, 611875)
Total time: 1.641689 seconds
Reading time: 0.441972 seconds
Scatter time: 0.001492 seconds",8,2,1,05,1.641689,scatter:excl,fitting-lizard
10/01/2023 19.26.55,Finished successfully 🧸,,23.086793,9125415.hpc-head-n1.unitn.it,5K,0.391486,0.000494,Tue Jan 10 19:26:31 CET 2023,d5a17e1d5179afbe104f7c63fbdc6ce293e3b4ef,civts,"Process 0
Loaded and sorted 5000 points
Received total number of points (5000)
Local number of points: 156
First point: (55608, 239370)
Last point: (142602, 169045)

Local smallest distance: 324.04
Between (141613, 249308) and (141639, 249631)

Received local_best from process 1, 40.25, P1 (153160, 241301), P2 (153178, 241337)
Local_best after updating 40.25, P1 (153160, 241301), P2 (153178, 241337)
Local_best after band update 40.25, P1 (153160, 241301), P2 (153178, 241337)
New local_best: 40.25, P1 (153160, 241301), P2 (153178, 241337)

Received local_best from process 2, 161.77, P1 (198750, 480303), P2 (198899, 480366)
Local_best after updating 40.25, P1 (153160, 241301), P2 (153178, 241337)
Local_best after band update 40.25, P1 (153160, 241301), P2 (153178, 241337)
New local_best: 40.25, P1 (153160, 241301), P2 (153178, 241337)

Received local_best from process 4, 103.31, P1 (257503, 742328), P2 (257595, 742375)
Local_best after updating 40.25, P1 (153160, 241301), P2 (153178, 241337)
Local_best after band update 40.25, P1 (153160, 241301), P2 (153178, 241337)
New local_best: 40.25, P1 (153160, 241301), P2 (153178, 241337)

Received local_best from process 8, 23.09, P1 (444716, 611868), P2 (444738, 611875)
Local_best after updating 23.09, P1 (444716, 611868), P2 (444738, 611875)
Local_best after band update 23.09, P1 (444716, 611868), P2 (444738, 611875)
New local_best: 23.09, P1 (444716, 611868), P2 (444738, 611875)

Received local_best from process 16, 23.77, P1 (640123, 716370), P2 (640146, 716376)
Local_best after updating 23.09, P1 (444716, 611868), P2 (444738, 611875)
Local_best after band update 23.09, P1 (444716, 611868), P2 (444738, 611875)
New local_best: 23.09, P1 (444716, 611868), P2 (444738, 611875)

Final distance: 23.086793 P1 (444716, 611868)  P2 (444738, 611875)
Total time: 3.653381 seconds
Reading time: 0.391486 seconds
Scatter time: 0.000494 seconds",8,4,1,05,3.653381,pack,fitting-lizard
10/01/2023 19.27.19,Finished successfully 🧸,,23.086793,9125416.hpc-head-n1.unitn.it,5K,0.013584,3.042071,Tue Jan 10 19:26:55 CET 2023,d5a17e1d5179afbe104f7c63fbdc6ce293e3b4ef,civts,"Process 0
Loaded and sorted 5000 points
Received total number of points (5000)
Local number of points: 156
First point: (55608, 239370)
Last point: (142602, 169045)

Local smallest distance: 324.04
Between (141613, 249308) and (141639, 249631)

Received local_best from process 1, 40.25, P1 (153160, 241301), P2 (153178, 241337)
Local_best after updating 40.25, P1 (153160, 241301), P2 (153178, 241337)
Local_best after band update 40.25, P1 (153160, 241301), P2 (153178, 241337)
New local_best: 40.25, P1 (153160, 241301), P2 (153178, 241337)

Received local_best from process 2, 161.77, P1 (198750, 480303), P2 (198899, 480366)
Local_best after updating 40.25, P1 (153160, 241301), P2 (153178, 241337)
Local_best after band update 40.25, P1 (153160, 241301), P2 (153178, 241337)
New local_best: 40.25, P1 (153160, 241301), P2 (153178, 241337)

Received local_best from process 4, 103.31, P1 (257503, 742328), P2 (257595, 742375)
Local_best after updating 40.25, P1 (153160, 241301), P2 (153178, 241337)
Local_best after band update 40.25, P1 (153160, 241301), P2 (153178, 241337)
New local_best: 40.25, P1 (153160, 241301), P2 (153178, 241337)

Received local_best from process 8, 23.09, P1 (444716, 611868), P2 (444738, 611875)
Local_best after updating 23.09, P1 (444716, 611868), P2 (444738, 611875)
Local_best after band update 23.09, P1 (444716, 611868), P2 (444738, 611875)
New local_best: 23.09, P1 (444716, 611868), P2 (444738, 611875)

Received local_best from process 16, 23.77, P1 (640123, 716370), P2 (640146, 716376)
Local_best after updating 23.09, P1 (444716, 611868), P2 (444738, 611875)
Local_best after band update 23.09, P1 (444716, 611868), P2 (444738, 611875)
New local_best: 23.09, P1 (444716, 611868), P2 (444738, 611875)

Final distance: 23.086793 P1 (444716, 611868)  P2 (444738, 611875)
Total time: 4.017576 seconds
Reading time: 0.013584 seconds
Scatter time: 3.042071 seconds",8,4,1,05,4.017576,scatter,fitting-lizard
10/01/2023 19.27.32,Finished successfully 🧸,,23.086793,9125417.hpc-head-n1.unitn.it,5K,0.394232,0.000730,Tue Jan 10 19:27:19 CET 2023,d5a17e1d5179afbe104f7c63fbdc6ce293e3b4ef,civts,"Process 0
Loaded and sorted 5000 points
Received total number of points (5000)
Local number of points: 156
First point: (55608, 239370)
Last point: (142602, 169045)

Local smallest distance: 324.04
Between (141613, 249308) and (141639, 249631)

Received local_best from process 1, 40.25, P1 (153160, 241301), P2 (153178, 241337)
Local_best after updating 40.25, P1 (153160, 241301), P2 (153178, 241337)
Local_best after band update 40.25, P1 (153160, 241301), P2 (153178, 241337)
New local_best: 40.25, P1 (153160, 241301), P2 (153178, 241337)

Received local_best from process 2, 161.77, P1 (198750, 480303), P2 (198899, 480366)
Local_best after updating 40.25, P1 (153160, 241301), P2 (153178, 241337)
Local_best after band update 40.25, P1 (153160, 241301), P2 (153178, 241337)
New local_best: 40.25, P1 (153160, 241301), P2 (153178, 241337)

Received local_best from process 4, 103.31, P1 (257503, 742328), P2 (257595, 742375)
Local_best after updating 40.25, P1 (153160, 241301), P2 (153178, 241337)
Local_best after band update 40.25, P1 (153160, 241301), P2 (153178, 241337)
New local_best: 40.25, P1 (153160, 241301), P2 (153178, 241337)

Received local_best from process 8, 23.09, P1 (444716, 611868), P2 (444738, 611875)
Local_best after updating 23.09, P1 (444716, 611868), P2 (444738, 611875)
Local_best after band update 23.09, P1 (444716, 611868), P2 (444738, 611875)
New local_best: 23.09, P1 (444716, 611868), P2 (444738, 611875)

Received local_best from process 16, 23.77, P1 (640123, 716370), P2 (640146, 716376)
Local_best after updating 23.09, P1 (444716, 611868), P2 (444738, 611875)
Local_best after band update 23.09, P1 (444716, 611868), P2 (444738, 611875)
New local_best: 23.09, P1 (444716, 611868), P2 (444738, 611875)

Final distance: 23.086793 P1 (444716, 611868)  P2 (444738, 611875)
Total time: 2.083813 seconds
Reading time: 0.394232 seconds
Scatter time: 0.000730 seconds",8,4,1,05,2.083813,pack:excl,fitting-lizard
10/01/2023 19.27.45,Finished successfully 🧸,,23.086793,9125418.hpc-head-n1.unitn.it,5K,0.214789,0.002557,Tue Jan 10 19:27:32 CET 2023,d5a17e1d5179afbe104f7c63fbdc6ce293e3b4ef,civts,"Process 0
Loaded and sorted 5000 points
Received total number of points (5000)
Local number of points: 156
First point: (55608, 239370)
Last point: (142602, 169045)

Local smallest distance: 324.04
Between (141613, 249308) and (141639, 249631)

Received local_best from process 1, 40.25, P1 (153160, 241301), P2 (153178, 241337)
Local_best after updating 40.25, P1 (153160, 241301), P2 (153178, 241337)
Local_best after band update 40.25, P1 (153160, 241301), P2 (153178, 241337)
New local_best: 40.25, P1 (153160, 241301), P2 (153178, 241337)

Received local_best from process 2, 161.77, P1 (198750, 480303), P2 (198899, 480366)
Local_best after updating 40.25, P1 (153160, 241301), P2 (153178, 241337)
Local_best after band update 40.25, P1 (153160, 241301), P2 (153178, 241337)
New local_best: 40.25, P1 (153160, 241301), P2 (153178, 241337)

Received local_best from process 4, 103.31, P1 (257503, 742328), P2 (257595, 742375)
Local_best after updating 40.25, P1 (153160, 241301), P2 (153178, 241337)
Local_best after band update 40.25, P1 (153160, 241301), P2 (153178, 241337)
New local_best: 40.25, P1 (153160, 241301), P2 (153178, 241337)

Received local_best from process 8, 23.09, P1 (444716, 611868), P2 (444738, 611875)
Local_best after updating 23.09, P1 (444716, 611868), P2 (444738, 611875)
Local_best after band update 23.09, P1 (444716, 611868), P2 (444738, 611875)
New local_best: 23.09, P1 (444716, 611868), P2 (444738, 611875)

Received local_best from process 16, 23.77, P1 (640123, 716370), P2 (640146, 716376)
Local_best after updating 23.09, P1 (444716, 611868), P2 (444738, 611875)
Local_best after band update 23.09, P1 (444716, 611868), P2 (444738, 611875)
New local_best: 23.09, P1 (444716, 611868), P2 (444738, 611875)

Final distance: 23.086793 P1 (444716, 611868)  P2 (444738, 611875)
Total time: 1.113225 seconds
Reading time: 0.214789 seconds
Scatter time: 0.002557 seconds",8,4,1,05,1.113225,scatter:excl,fitting-lizard
10/01/2023 19.35.00,Finished with an unknown status:  👾. It ran for -- minutes,,,9125419.hpc-head-n1.unitn.it,5K,,,Tue Jan 10 19:27:45 CET 2023,d5a17e1d5179afbe104f7c63fbdc6ce293e3b4ef,civts,,8,8,1,05,,pack,fitting-lizard
10/01/2023 19.35.22,Finished successfully 🧸,,23.086793,9125425.hpc-head-n1.unitn.it,5K,0.010511,1.715094,Tue Jan 10 19:35:00 CET 2023,d5a17e1d5179afbe104f7c63fbdc6ce293e3b4ef,civts,"Process 0
Loaded and sorted 5000 points
Received total number of points (5000)
Local number of points: 78
First point: (55608, 239370)
Last point: (120858, 240853)

Local smallest distance: 367.46
Between (95532, 259570) and (95867, 259419)

Received local_best from process 1, 324.04, P1 (141613, 249308), P2 (141639, 249631)
Local_best after updating 324.04, P1 (141613, 249308), P2 (141639, 249631)
Local_best after band update 324.04, P1 (141613, 249308), P2 (141639, 249631)
New local_best: 324.04, P1 (141613, 249308), P2 (141639, 249631)

Received local_best from process 2, 40.25, P1 (153160, 241301), P2 (153178, 241337)
Local_best after updating 40.25, P1 (153160, 241301), P2 (153178, 241337)
Local_best after band update 40.25, P1 (153160, 241301), P2 (153178, 241337)
New local_best: 40.25, P1 (153160, 241301), P2 (153178, 241337)

Received local_best from process 4, 161.77, P1 (198750, 480303), P2 (198899, 480366)
Local_best after updating 40.25, P1 (153160, 241301), P2 (153178, 241337)
Local_best after band update 40.25, P1 (153160, 241301), P2 (153178, 241337)
New local_best: 40.25, P1 (153160, 241301), P2 (153178, 241337)

Received local_best from process 8, 103.31, P1 (257503, 742328), P2 (257595, 742375)
Local_best after updating 40.25, P1 (153160, 241301), P2 (153178, 241337)
Local_best after band update 40.25, P1 (153160, 241301), P2 (153178, 241337)
New local_best: 40.25, P1 (153160, 241301), P2 (153178, 241337)

Received local_best from process 16, 23.09, P1 (444716, 611868), P2 (444738, 611875)
Local_best after updating 23.09, P1 (444716, 611868), P2 (444738, 611875)
Local_best after band update 23.09, P1 (444716, 611868), P2 (444738, 611875)
New local_best: 23.09, P1 (444716, 611868), P2 (444738, 611875)

Received local_best from process 32, 23.77, P1 (640123, 716370), P2 (640146, 716376)
Local_best after updating 23.09, P1 (444716, 611868), P2 (444738, 611875)
Local_best after band update 23.09, P1 (444716, 611868), P2 (444738, 611875)
New local_best: 23.09, P1 (444716, 611868), P2 (444738, 611875)

Final distance: 23.086793 P1 (444716, 611868)  P2 (444738, 611875)
Total time: 3.791534 seconds
Reading time: 0.010511 seconds
Scatter time: 1.715094 seconds",8,8,1,05,3.791534,scatter,fitting-lizard
10/01/2023 19.42.37,Finished with an unknown status:  👾. It ran for -- minutes,,,9125426.hpc-head-n1.unitn.it,5K,,,Tue Jan 10 19:35:22 CET 2023,d5a17e1d5179afbe104f7c63fbdc6ce293e3b4ef,civts,,8,8,1,05,,pack:excl,fitting-lizard
10/01/2023 19.43.02,Finished successfully 🧸,,23.086793,9125428.hpc-head-n1.unitn.it,5K,0.103910,1.569681,Tue Jan 10 19:42:37 CET 2023,d5a17e1d5179afbe104f7c63fbdc6ce293e3b4ef,civts,"Process 0
Loaded and sorted 5000 points
Received total number of points (5000)
Local number of points: 78
First point: (55608, 239370)
Last point: (120858, 240853)

Local smallest distance: 367.46
Between (95532, 259570) and (95867, 259419)

Received local_best from process 1, 324.04, P1 (141613, 249308), P2 (141639, 249631)
Local_best after updating 324.04, P1 (141613, 249308), P2 (141639, 249631)
Local_best after band update 324.04, P1 (141613, 249308), P2 (141639, 249631)
New local_best: 324.04, P1 (141613, 249308), P2 (141639, 249631)

Received local_best from process 2, 40.25, P1 (153160, 241301), P2 (153178, 241337)
Local_best after updating 40.25, P1 (153160, 241301), P2 (153178, 241337)
Local_best after band update 40.25, P1 (153160, 241301), P2 (153178, 241337)
New local_best: 40.25, P1 (153160, 241301), P2 (153178, 241337)

Received local_best from process 4, 161.77, P1 (198750, 480303), P2 (198899, 480366)
Local_best after updating 40.25, P1 (153160, 241301), P2 (153178, 241337)
Local_best after band update 40.25, P1 (153160, 241301), P2 (153178, 241337)
New local_best: 40.25, P1 (153160, 241301), P2 (153178, 241337)

Received local_best from process 8, 103.31, P1 (257503, 742328), P2 (257595, 742375)
Local_best after updating 40.25, P1 (153160, 241301), P2 (153178, 241337)
Local_best after band update 40.25, P1 (153160, 241301), P2 (153178, 241337)
New local_best: 40.25, P1 (153160, 241301), P2 (153178, 241337)

Received local_best from process 16, 23.09, P1 (444716, 611868), P2 (444738, 611875)
Local_best after updating 23.09, P1 (444716, 611868), P2 (444738, 611875)
Local_best after band update 23.09, P1 (444716, 611868), P2 (444738, 611875)
New local_best: 23.09, P1 (444716, 611868), P2 (444738, 611875)

Received local_best from process 32, 23.77, P1 (640123, 716370), P2 (640146, 716376)
Local_best after updating 23.09, P1 (444716, 611868), P2 (444738, 611875)
Local_best after band update 23.09, P1 (444716, 611868), P2 (444738, 611875)
New local_best: 23.09, P1 (444716, 611868), P2 (444738, 611875)

Final distance: 23.086793 P1 (444716, 611868)  P2 (444738, 611875)
Total time: 2.643144 seconds
Reading time: 0.103910 seconds
Scatter time: 1.569681 seconds",8,8,1,05,2.643144,scatter:excl,fitting-lizard
10/01/2023 19.50.16,Finished with an unknown status:  👾. It ran for -- minutes,,,9125429.hpc-head-n1.unitn.it,5K,,,Tue Jan 10 19:43:01 CET 2023,d5a17e1d5179afbe104f7c63fbdc6ce293e3b4ef,civts,,8,16,1,05,,pack,fitting-lizard
10/01/2023 19.51.39,Finished successfully 🧸,,23.086793,9125430.hpc-head-n1.unitn.it,5K,0.615893,26.652301,Tue Jan 10 19:50:16 CET 2023,d5a17e1d5179afbe104f7c63fbdc6ce293e3b4ef,civts,"Process 0
Loaded and sorted 5000 points
Received total number of points (5000)
Local number of points: 39
First point: (55608, 239370)
Last point: (104076, 237987)

Local smallest distance: 367.46
Between (95532, 259570) and (95867, 259419)

Received local_best from process 1, 1381.18, P1 (117830, 176866), P2 (118564, 178036)
Local_best after updating 367.46, P1 (95532, 259570), P2 (95867, 259419)
Local_best after band update 367.46, P1 (95532, 259570), P2 (95867, 259419)
New local_best: 367.46, P1 (95532, 259570), P2 (95867, 259419)

Received local_best from process 2, 324.04, P1 (141613, 249308), P2 (141639, 249631)
Local_best after updating 324.04, P1 (141613, 249308), P2 (141639, 249631)
Local_best after band update 324.04, P1 (141613, 249308), P2 (141639, 249631)
New local_best: 324.04, P1 (141613, 249308), P2 (141639, 249631)

Received local_best from process 4, 40.25, P1 (153160, 241301), P2 (153178, 241337)
Local_best after updating 40.25, P1 (153160, 241301), P2 (153178, 241337)
Local_best after band update 40.25, P1 (153160, 241301), P2 (153178, 241337)
New local_best: 40.25, P1 (153160, 241301), P2 (153178, 241337)

Received local_best from process 8, 161.77, P1 (198750, 480303), P2 (198899, 480366)
Local_best after updating 40.25, P1 (153160, 241301), P2 (153178, 241337)
Local_best after band update 40.25, P1 (153160, 241301), P2 (153178, 241337)
New local_best: 40.25, P1 (153160, 241301), P2 (153178, 241337)

Received local_best from process 16, 103.31, P1 (257503, 742328), P2 (257595, 742375)
Local_best after updating 40.25, P1 (153160, 241301), P2 (153178, 241337)
Local_best after band update 40.25, P1 (153160, 241301), P2 (153178, 241337)
New local_best: 40.25, P1 (153160, 241301), P2 (153178, 241337)

Received local_best from process 32, 23.09, P1 (444716, 611868), P2 (444738, 611875)
Local_best after updating 23.09, P1 (444716, 611868), P2 (444738, 611875)
Local_best after band update 23.09, P1 (444716, 611868), P2 (444738, 611875)
New local_best: 23.09, P1 (444716, 611868), P2 (444738, 611875)

Received local_best from process 64, 23.77, P1 (640123, 716370), P2 (640146, 716376)
Local_best after updating 23.09, P1 (444716, 611868), P2 (444738, 611875)
Local_best after band update 23.09, P1 (444716, 611868), P2 (444738, 611875)
New local_best: 23.09, P1 (444716, 611868), P2 (444738, 611875)

Final distance: 23.086793 P1 (444716, 611868)  P2 (444738, 611875)
Total time: 29.795056 seconds
Reading time: 0.615893 seconds
Scatter time: 26.652301 seconds",8,16,1,05,29.795056,scatter,fitting-lizard
10/01/2023 19.58.54,Finished with an unknown status:  👾. It ran for -- minutes,,,9125432.hpc-head-n1.unitn.it,5K,,,Tue Jan 10 19:51:39 CET 2023,d5a17e1d5179afbe104f7c63fbdc6ce293e3b4ef,civts,,8,16,1,05,,pack:excl,fitting-lizard
